,ANO,MÊS,GRANDE REGIÃO,UNIDADE DA FEDERAÇÃO,PRODUTOR,PRODUTO,PRODUÇÃO
11975,2015,MAI,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
11976,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
11977,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
11978,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
11979,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
11980,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
11981,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
11982,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
11983,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
11984,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
11985,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
11986,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
11987,2015,MAI,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
11988,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
11989,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
11990,2015,MAI,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
11991,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
11992,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
11993,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
11994,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
11995,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
11996,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
11997,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
11998,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
11999,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12000,2015,MAI,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12001,2015,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12002,2015,AGO,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12003,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12004,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12005,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12006,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12007,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12008,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12009,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12010,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12011,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12012,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12013,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12014,2015,AGO,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12015,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
12016,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12017,2015,AGO,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12018,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12019,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12020,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12021,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12022,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12023,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12024,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12025,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12026,2015,AGO,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12027,2015,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12028,2015,NOV,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12029,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12030,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12031,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12032,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12033,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12034,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12035,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12036,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12037,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12038,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12039,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12040,2015,NOV,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12041,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
12042,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12043,2015,NOV,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12044,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12045,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12046,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12047,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12048,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12049,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12050,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12051,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12052,2015,NOV,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12053,2015,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12054,2015,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12055,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12056,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12057,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12058,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12059,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12060,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12061,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12062,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12063,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12064,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12065,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12066,2015,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12067,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
12068,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12069,2015,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12070,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12071,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12072,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12073,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12074,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12075,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12076,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12077,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12078,2015,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12079,2015,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12080,2015,SET,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12081,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12082,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12083,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12084,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12085,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12086,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12087,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12088,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12089,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12090,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12091,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12092,2015,SET,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12093,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
12094,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12095,2015,SET,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12096,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12097,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12098,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12099,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12100,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12101,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12102,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12103,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12104,2015,SET,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12105,2015,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12106,2015,OUT,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12107,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12108,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12109,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12110,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12111,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12112,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12113,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12114,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12115,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12116,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12117,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12118,2015,OUT,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12119,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
12120,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12121,2015,OUT,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12122,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12123,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12124,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12125,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12126,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12127,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12128,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,0
12129,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12130,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12131,2015,OUT,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12132,2015,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12133,2015,SET,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
12134,2015,SET,REGIÃO NORDESTE,BAHIA,COMANCHE (EX-IBR),BIODIESEL,0
12135,2015,SET,REGIÃO NORDESTE,CEARÁ,NUTEC,BIODIESEL,0
12136,2015,SET,REGIÃO NORDESTE,BAHIA,BINATURAL BAHIA,BIODIESEL,0
12137,2015,SET,REGIÃO NORDESTE,MARANHÃO,BRASIL ECODIESEL (SÃO LUIS),BIODIESEL,0
12138,2015,SET,REGIÃO NORDESTE,BAHIA,BRASIL ECODIESEL (IRAQUARA),BIODIESEL,0
12139,2015,SET,REGIÃO NORDESTE,PIAUÍ,BRASIL ECODIESEL (FLORIANO),BIODIESEL,0
12140,2015,SET,REGIÃO NORDESTE,CEARÁ,BRASIL ECODIESEL (CRATEUS),BIODIESEL,0
12141,2015,OUT,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
12142,2015,OUT,REGIÃO NORDESTE,BAHIA,COMANCHE (EX-IBR),BIODIESEL,0
12143,2015,OUT,REGIÃO NORDESTE,CEARÁ,NUTEC,BIODIESEL,0
12144,2015,OUT,REGIÃO NORDESTE,BAHIA,BINATURAL BAHIA,BIODIESEL,0
12145,2015,OUT,REGIÃO NORDESTE,MARANHÃO,BRASIL ECODIESEL (SÃO LUIS),BIODIESEL,0
12146,2015,OUT,REGIÃO NORDESTE,BAHIA,BRASIL ECODIESEL (IRAQUARA),BIODIESEL,0
12147,2015,OUT,REGIÃO NORDESTE,PIAUÍ,BRASIL ECODIESEL (FLORIANO),BIODIESEL,0
12148,2015,OUT,REGIÃO NORDESTE,CEARÁ,BRASIL ECODIESEL (CRATEUS),BIODIESEL,0
12149,2015,JUL,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
12150,2015,JUL,REGIÃO NORDESTE,BAHIA,COMANCHE (EX-IBR),BIODIESEL,0
12151,2015,JUL,REGIÃO NORDESTE,CEARÁ,NUTEC,BIODIESEL,0
12152,2015,JUL,REGIÃO NORDESTE,BAHIA,BINATURAL BAHIA,BIODIESEL,0
12153,2015,JUL,REGIÃO NORDESTE,MARANHÃO,BRASIL ECODIESEL (SÃO LUIS),BIODIESEL,0
12154,2015,JUL,REGIÃO NORDESTE,PIAUÍ,BRASIL ECODIESEL (FLORIANO),BIODIESEL,0
12155,2015,JUL,REGIÃO NORDESTE,BAHIA,BRASIL ECODIESEL (IRAQUARA),BIODIESEL,0
12156,2015,JUL,REGIÃO NORDESTE,CEARÁ,BRASIL ECODIESEL (CRATEUS),BIODIESEL,0
12157,2015,AGO,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
12158,2015,AGO,REGIÃO NORDESTE,BAHIA,COMANCHE (EX-IBR),BIODIESEL,0
12159,2015,AGO,REGIÃO NORDESTE,CEARÁ,NUTEC,BIODIESEL,0
12160,2015,AGO,REGIÃO NORDESTE,BAHIA,BINATURAL BAHIA,BIODIESEL,0
12161,2015,AGO,REGIÃO NORDESTE,MARANHÃO,BRASIL ECODIESEL (SÃO LUIS),BIODIESEL,0
12162,2015,AGO,REGIÃO NORDESTE,PIAUÍ,BRASIL ECODIESEL (FLORIANO),BIODIESEL,0
12163,2015,AGO,REGIÃO NORDESTE,BAHIA,BRASIL ECODIESEL (IRAQUARA),BIODIESEL,0
12164,2015,AGO,REGIÃO NORDESTE,CEARÁ,BRASIL ECODIESEL (CRATEUS),BIODIESEL,0
12165,2015,NOV,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
12166,2015,NOV,REGIÃO NORDESTE,BAHIA,COMANCHE (EX-IBR),BIODIESEL,0
12167,2015,NOV,REGIÃO NORDESTE,CEARÁ,NUTEC,BIODIESEL,0
12168,2015,NOV,REGIÃO NORDESTE,RIO GRANDE DO NORTE,PETROBRAS (GUAMARE),BIODIESEL,0
12169,2015,NOV,REGIÃO NORDESTE,BAHIA,BINATURAL BAHIA,BIODIESEL,0
12170,2015,NOV,REGIÃO NORDESTE,MARANHÃO,BRASIL ECODIESEL (SÃO LUIS),BIODIESEL,0
12171,2015,NOV,REGIÃO NORDESTE,BAHIA,BRASIL ECODIESEL (IRAQUARA),BIODIESEL,0
12172,2015,NOV,REGIÃO NORDESTE,PIAUÍ,BRASIL ECODIESEL (FLORIANO),BIODIESEL,0
12173,2015,NOV,REGIÃO NORDESTE,CEARÁ,BRASIL ECODIESEL (CRATEUS),BIODIESEL,0
12174,2015,FEV,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12175,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12176,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12177,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12178,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12179,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12180,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12181,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12182,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12183,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12184,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12185,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12186,2015,FEV,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12187,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12188,2015,FEV,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12189,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12190,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12191,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12192,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12193,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12194,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12195,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12196,2015,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12197,2015,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12198,2015,MAR,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
12199,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
12200,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
12201,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
12202,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
12203,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
12204,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
12205,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
12206,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
12207,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
12208,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
12209,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
12210,2015,MAR,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
12211,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
12212,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
12213,2015,MAR,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
12214,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
12215,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
12216,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
12217,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
12218,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
12219,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
12220,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
12221,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
12222,2015,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
12223,2015,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
12224,2015,DEZ,REGIÃO NORDESTE,PIAUÍ,J APARECIDO DOS SANTOS,BIODIESEL,0
